Fold 1, Epoch 1, Train Loss: 340.4961, Val Loss: 8.4311, Val MAE: 7.8964, LR: 0.001000
Fold 1, Epoch 2, Train Loss: 314.9087, Val Loss: 7.8182, Val MAE: 8.5919, LR: 0.001000
Fold 1, Epoch 3, Train Loss: 296.5008, Val Loss: 9.4187, Val MAE: 10.5203, LR: 0.001000
Fold 1, Epoch 4, Train Loss: 286.1555, Val Loss: 9.3618, Val MAE: 10.4421, LR: 0.001000
Fold 1, Epoch 5, Train Loss: 277.0098, Val Loss: 11.9065, Val MAE: 11.0864, LR: 0.001000
Fold 1, Epoch 6, Train Loss: 266.5043, Val Loss: 6.4431, Val MAE: 6.9184, LR: 0.001000
Fold 1, Epoch 7, Train Loss: 260.8956, Val Loss: 24.8404, Val MAE: 26.0837, LR: 0.001000
Fold 1, Epoch 8, Train Loss: 265.3878, Val Loss: 6.9789, Val MAE: 6.8341, LR: 0.001000
Fold 1, Epoch 9, Train Loss: 247.8298, Val Loss: 8.3123, Val MAE: 7.7968, LR: 0.001000
Fold 1, Epoch 10, Train Loss: 233.1034, Val Loss: 7.3907, Val MAE: 7.0670, LR: 0.001000
Fold 1, Epoch 11, Train Loss: 220.4763, Val Loss: 8.2200, Val MAE: 9.0902, LR: 0.001000
Fold 1, Epoch 12, Train Loss: 214.5580, Val Loss: 7.9534, Val MAE: 7.5261, LR: 0.001000
Fold 1, Epoch 13, Train Loss: 195.2226, Val Loss: 9.3436, Val MAE: 8.7237, LR: 0.001000
Fold 1, Epoch 14, Train Loss: 182.1457, Val Loss: 7.0906, Val MAE: 7.7157, LR: 0.001000
Fold 1, Epoch 15, Train Loss: 173.1994, Val Loss: 21.9063, Val MAE: 23.3070, LR: 0.001000
Fold 1, Epoch 16, Train Loss: 178.1295, Val Loss: 7.2993, Val MAE: 6.9955, LR: 0.001000
Fold 1, Epoch 17, Train Loss: 163.2870, Val Loss: 32.8498, Val MAE: 34.4532, LR: 0.001000
Fold 1, Epoch 18, Train Loss: 182.1800, Val Loss: 19.1174, Val MAE: 20.5737, LR: 0.001000
Fold 1, Epoch 19, Train Loss: 165.4498, Val Loss: 12.1379, Val MAE: 11.3079, LR: 0.001000
Fold 1, Epoch 20, Train Loss: 147.4919, Val Loss: 10.1291, Val MAE: 9.4090, LR: 0.001000
Fold 1, Epoch 21, Train Loss: 137.9143, Val Loss: 6.3473, Val MAE: 6.6322, LR: 0.001000
Fold 1, Epoch 22, Train Loss: 130.4453, Val Loss: 10.4331, Val MAE: 9.7024, LR: 0.001000
Fold 1, Epoch 23, Train Loss: 120.2514, Val Loss: 7.1967, Val MAE: 6.9048, LR: 0.001000
Fold 1, Epoch 24, Train Loss: 110.3469, Val Loss: 7.3584, Val MAE: 7.0460, LR: 0.001000
Fold 1, Epoch 25, Train Loss: 103.3627, Val Loss: 6.3547, Val MAE: 6.5510, LR: 0.001000
Fold 1, Epoch 26, Train Loss: 98.1559, Val Loss: 7.9787, Val MAE: 7.5400, LR: 0.001000
Fold 1, Epoch 27, Train Loss: 90.7831, Val Loss: 6.8137, Val MAE: 6.6860, LR: 0.001000
Fold 1, Epoch 28, Train Loss: 87.1538, Val Loss: 8.0737, Val MAE: 7.6217, LR: 0.001000
Fold 1, Epoch 29, Train Loss: 79.9144, Val Loss: 6.1796, Val MAE: 6.3661, LR: 0.001000
Fold 1, Epoch 30, Train Loss: 74.6732, Val Loss: 6.9910, Val MAE: 6.7384, LR: 0.001000
Fold 1, Epoch 31, Train Loss: 71.6157, Val Loss: 7.7638, Val MAE: 7.7133, LR: 0.001000
Fold 1, Epoch 32, Train Loss: 70.4655, Val Loss: 9.1638, Val MAE: 8.4990, LR: 0.001000
Fold 1, Epoch 33, Train Loss: 64.4258, Val Loss: 7.4261, Val MAE: 7.1219, LR: 0.001000
Fold 1, Epoch 34, Train Loss: 59.8404, Val Loss: 9.1779, Val MAE: 10.1179, LR: 0.001000
Fold 1, Epoch 35, Train Loss: 60.4357, Val Loss: 7.8333, Val MAE: 7.4117, LR: 0.001000
Fold 1, Epoch 36, Train Loss: 54.0074, Val Loss: 8.0712, Val MAE: 7.6096, LR: 0.001000
Fold 1, Epoch 37, Train Loss: 49.8636, Val Loss: 8.1249, Val MAE: 8.9278, LR: 0.001000
Fold 1, Epoch 38, Train Loss: 48.2771, Val Loss: 7.0623, Val MAE: 7.0382, LR: 0.001000
Fold 1, Epoch 39, Train Loss: 49.7870, Val Loss: 10.8183, Val MAE: 12.0551, LR: 0.001000
Fold 1, Epoch 40, Train Loss: 50.9858, Val Loss: 8.3097, Val MAE: 7.7866, LR: 0.001000
Fold 1, Epoch 41, Train Loss: 47.1238, Val Loss: 10.8262, Val MAE: 12.0922, LR: 0.001000
Fold 1, Epoch 42, Train Loss: 50.7340, Val Loss: 6.9871, Val MAE: 7.5213, LR: 0.001000
Fold 1, Epoch 43, Train Loss: 45.7625, Val Loss: 6.9047, Val MAE: 7.3451, LR: 0.001000
Fold 1, Epoch 44, Train Loss: 43.7178, Val Loss: 6.6117, Val MAE: 6.7151, LR: 0.001000
Fold 1, Epoch 45, Train Loss: 41.5718, Val Loss: 7.0236, Val MAE: 6.8239, LR: 0.001000
Fold 1, Epoch 46, Train Loss: 38.3667, Val Loss: 6.3308, Val MAE: 6.7508, LR: 0.001000
Fold 1, Epoch 47, Train Loss: 38.2286, Val Loss: 6.3834, Val MAE: 6.3870, LR: 0.001000
