Fold 5, Epoch 1, Train Loss: 347.4204, Val Loss: 22.6344, Val MAE: 24.2481, LR: 0.001000
Fold 5, Epoch 2, Train Loss: 343.9308, Val Loss: 12.3838, Val MAE: 11.0038, LR: 0.001000
Fold 5, Epoch 3, Train Loss: 320.5342, Val Loss: 10.5430, Val MAE: 10.7669, LR: 0.001000
Fold 5, Epoch 4, Train Loss: 307.7415, Val Loss: 10.3047, Val MAE: 9.2263, LR: 0.001000
Fold 5, Epoch 5, Train Loss: 294.9865, Val Loss: 9.8394, Val MAE: 8.9015, LR: 0.001000
Fold 5, Epoch 6, Train Loss: 281.5347, Val Loss: 11.7370, Val MAE: 10.4216, LR: 0.001000
Fold 5, Epoch 7, Train Loss: 267.7307, Val Loss: 16.6140, Val MAE: 15.2522, LR: 0.001000
Fold 5, Epoch 8, Train Loss: 252.1466, Val Loss: 9.3988, Val MAE: 8.5676, LR: 0.001000
Fold 5, Epoch 9, Train Loss: 244.7499, Val Loss: 10.6277, Val MAE: 9.4867, LR: 0.001000
Fold 5, Epoch 10, Train Loss: 227.2760, Val Loss: 10.4394, Val MAE: 9.3265, LR: 0.001000
Fold 5, Epoch 11, Train Loss: 212.3689, Val Loss: 10.9801, Val MAE: 9.7638, LR: 0.001000
Fold 5, Epoch 12, Train Loss: 195.1268, Val Loss: 10.6966, Val MAE: 9.5156, LR: 0.001000
Fold 5, Epoch 13, Train Loss: 175.2141, Val Loss: 10.9423, Val MAE: 11.3207, LR: 0.001000
Fold 5, Epoch 14, Train Loss: 162.5795, Val Loss: 10.1133, Val MAE: 9.0022, LR: 0.001000
Fold 5, Epoch 15, Train Loss: 141.5591, Val Loss: 8.7609, Val MAE: 7.9762, LR: 0.001000
Fold 5, Epoch 16, Train Loss: 123.3921, Val Loss: 7.8858, Val MAE: 7.5176, LR: 0.001000
Fold 5, Epoch 17, Train Loss: 115.1432, Val Loss: 8.7784, Val MAE: 8.7658, LR: 0.001000
Fold 5, Epoch 18, Train Loss: 104.4280, Val Loss: 10.2788, Val MAE: 9.1439, LR: 0.001000
Fold 5, Epoch 19, Train Loss: 89.8253, Val Loss: 9.7163, Val MAE: 8.6546, LR: 0.001000
Fold 5, Epoch 20, Train Loss: 77.7953, Val Loss: 7.8542, Val MAE: 7.4885, LR: 0.001000
Fold 5, Epoch 21, Train Loss: 70.3471, Val Loss: 9.9679, Val MAE: 10.3117, LR: 0.001000
Fold 5, Epoch 22, Train Loss: 69.5971, Val Loss: 11.5662, Val MAE: 10.7060, LR: 0.001000
Fold 5, Epoch 23, Train Loss: 63.1588, Val Loss: 11.6534, Val MAE: 12.3016, LR: 0.001000
Fold 5, Epoch 24, Train Loss: 65.3228, Val Loss: 11.9304, Val MAE: 10.6814, LR: 0.001000
Fold 5, Epoch 25, Train Loss: 53.4525, Val Loss: 8.2050, Val MAE: 7.4648, LR: 0.001000
Fold 5, Epoch 26, Train Loss: 47.7960, Val Loss: 7.7044, Val MAE: 7.4181, LR: 0.001000
Fold 5, Epoch 27, Train Loss: 44.6189, Val Loss: 10.0443, Val MAE: 8.9818, LR: 0.001000
Fold 5, Epoch 28, Train Loss: 39.4062, Val Loss: 11.0358, Val MAE: 10.1759, LR: 0.001000
Fold 5, Epoch 29, Train Loss: 37.5034, Val Loss: 7.4322, Val MAE: 6.7445, LR: 0.001000
Fold 5, Epoch 30, Train Loss: 33.6325, Val Loss: 7.6525, Val MAE: 6.8342, LR: 0.001000
Fold 5, Epoch 31, Train Loss: 34.0477, Val Loss: 16.2335, Val MAE: 17.3247, LR: 0.001000
Fold 5, Epoch 32, Train Loss: 43.6814, Val Loss: 8.9869, Val MAE: 8.2368, LR: 0.001000
Fold 5, Epoch 33, Train Loss: 30.5307, Val Loss: 8.0099, Val MAE: 7.1463, LR: 0.001000
Fold 5, Epoch 34, Train Loss: 27.0726, Val Loss: 7.4058, Val MAE: 6.6506, LR: 0.001000
Fold 5, Epoch 35, Train Loss: 25.4913, Val Loss: 7.1894, Val MAE: 6.4501, LR: 0.001000
Fold 5, Epoch 36, Train Loss: 26.0721, Val Loss: 8.4311, Val MAE: 8.5882, LR: 0.001000
Fold 5, Epoch 37, Train Loss: 28.2880, Val Loss: 9.7554, Val MAE: 8.9351, LR: 0.001000
Fold 5, Epoch 38, Train Loss: 23.3282, Val Loss: 7.1709, Val MAE: 6.8590, LR: 0.001000
Fold 5, Epoch 39, Train Loss: 23.4992, Val Loss: 10.4307, Val MAE: 9.4710, LR: 0.001000
Fold 5, Epoch 40, Train Loss: 22.4746, Val Loss: 7.0797, Val MAE: 6.6316, LR: 0.001000
Fold 5, Epoch 41, Train Loss: 23.7553, Val Loss: 9.3688, Val MAE: 9.5508, LR: 0.001000
Fold 5, Epoch 42, Train Loss: 26.1700, Val Loss: 9.0999, Val MAE: 8.1565, LR: 0.001000
Fold 5, Epoch 43, Train Loss: 20.7902, Val Loss: 7.0536, Val MAE: 6.7679, LR: 0.001000
Fold 5, Epoch 44, Train Loss: 24.6408, Val Loss: 6.1226, Val MAE: 5.6496, LR: 0.001000
Fold 5, Epoch 45, Train Loss: 20.4145, Val Loss: 7.1674, Val MAE: 6.4946, LR: 0.001000
Fold 5, Epoch 46, Train Loss: 19.3863, Val Loss: 6.2875, Val MAE: 5.6233, LR: 0.001000
Fold 5, Epoch 47, Train Loss: 19.8231, Val Loss: 10.1573, Val MAE: 9.2544, LR: 0.001000
Fold 5, Epoch 48, Train Loss: 19.3878, Val Loss: 8.9455, Val MAE: 8.1006, LR: 0.001000
Fold 5, Epoch 49, Train Loss: 19.2067, Val Loss: 6.4700, Val MAE: 6.0812, LR: 0.001000
Fold 5, Epoch 50, Train Loss: 20.5349, Val Loss: 7.0888, Val MAE: 6.4744, LR: 0.001000
Fold 5, Epoch 51, Train Loss: 19.8042, Val Loss: 8.6177, Val MAE: 8.0174, LR: 0.001000
Fold 5, Epoch 52, Train Loss: 19.3169, Val Loss: 6.9719, Val MAE: 6.6476, LR: 0.001000
Fold 5, Epoch 53, Train Loss: 19.0502, Val Loss: 7.7462, Val MAE: 6.9447, LR: 0.001000
Fold 5, Epoch 54, Train Loss: 17.2121, Val Loss: 6.7618, Val MAE: 6.0623, LR: 0.001000
Fold 5, Epoch 55, Train Loss: 16.3711, Val Loss: 6.8783, Val MAE: 6.1801, LR: 0.001000
Fold 5, Epoch 56, Train Loss: 16.4149, Val Loss: 6.4664, Val MAE: 6.0361, LR: 0.001000
Fold 5, Epoch 57, Train Loss: 17.1674, Val Loss: 9.4438, Val MAE: 8.4853, LR: 0.001000
