Fold 3, Epoch 1, Train Loss: 338.7834, Val Loss: 7.6926, Val MAE: 8.5095, LR: 0.001000
Fold 3, Epoch 2, Train Loss: 321.1096, Val Loss: 15.2797, Val MAE: 14.7924, LR: 0.001000
Fold 3, Epoch 3, Train Loss: 313.8854, Val Loss: 31.7832, Val MAE: 33.0726, LR: 0.001000
Fold 3, Epoch 4, Train Loss: 322.1377, Val Loss: 9.8259, Val MAE: 9.6300, LR: 0.001000
Fold 3, Epoch 5, Train Loss: 292.2440, Val Loss: 9.3362, Val MAE: 9.2442, LR: 0.001000
Fold 3, Epoch 6, Train Loss: 277.6584, Val Loss: 10.7339, Val MAE: 10.3833, LR: 0.001000
Fold 3, Epoch 7, Train Loss: 265.2597, Val Loss: 9.3373, Val MAE: 10.7814, LR: 0.001000
Fold 3, Epoch 8, Train Loss: 258.9879, Val Loss: 9.7863, Val MAE: 9.5993, LR: 0.001000
Fold 3, Epoch 9, Train Loss: 245.1786, Val Loss: 10.7850, Val MAE: 12.3255, LR: 0.001000
Fold 3, Epoch 10, Train Loss: 237.0153, Val Loss: 11.8053, Val MAE: 11.4237, LR: 0.001000
Fold 3, Epoch 11, Train Loss: 222.5809, Val Loss: 11.2884, Val MAE: 10.9289, LR: 0.001000
Fold 3, Epoch 12, Train Loss: 207.7991, Val Loss: 7.6987, Val MAE: 8.1915, LR: 0.001000
Fold 3, Epoch 13, Train Loss: 188.1938, Val Loss: 9.2100, Val MAE: 9.1199, LR: 0.001000
Fold 3, Epoch 14, Train Loss: 170.7957, Val Loss: 7.9069, Val MAE: 8.9120, LR: 0.001000
Fold 3, Epoch 15, Train Loss: 161.6837, Val Loss: 8.8430, Val MAE: 10.0005, LR: 0.001000
Fold 3, Epoch 16, Train Loss: 147.6218, Val Loss: 8.7561, Val MAE: 8.7432, LR: 0.001000
Fold 3, Epoch 17, Train Loss: 131.5375, Val Loss: 7.5659, Val MAE: 8.0372, LR: 0.001000
Fold 3, Epoch 18, Train Loss: 118.0720, Val Loss: 7.5206, Val MAE: 7.8786, LR: 0.001000
Fold 3, Epoch 19, Train Loss: 102.9417, Val Loss: 6.6225, Val MAE: 7.2091, LR: 0.001000
Fold 3, Epoch 20, Train Loss: 94.5386, Val Loss: 7.1225, Val MAE: 7.4042, LR: 0.001000
Fold 3, Epoch 21, Train Loss: 85.8095, Val Loss: 7.1705, Val MAE: 7.6829, LR: 0.001000
Fold 3, Epoch 22, Train Loss: 78.8152, Val Loss: 6.7765, Val MAE: 7.5075, LR: 0.001000
Fold 3, Epoch 23, Train Loss: 74.0341, Val Loss: 7.8045, Val MAE: 8.1278, LR: 0.001000
Fold 3, Epoch 24, Train Loss: 66.5436, Val Loss: 6.3343, Val MAE: 6.8276, LR: 0.001000
Fold 3, Epoch 25, Train Loss: 60.2291, Val Loss: 8.2375, Val MAE: 8.6694, LR: 0.001000
Fold 3, Epoch 26, Train Loss: 59.0752, Val Loss: 9.3420, Val MAE: 9.4109, LR: 0.001000
Fold 3, Epoch 27, Train Loss: 54.0125, Val Loss: 9.3875, Val MAE: 10.3745, LR: 0.001000
Fold 3, Epoch 28, Train Loss: 56.1727, Val Loss: 7.4580, Val MAE: 7.6666, LR: 0.001000
Fold 3, Epoch 29, Train Loss: 48.5277, Val Loss: 6.1885, Val MAE: 6.6396, LR: 0.001000
Fold 3, Epoch 30, Train Loss: 45.5742, Val Loss: 6.4573, Val MAE: 6.8688, LR: 0.001000
Fold 3, Epoch 31, Train Loss: 42.5651, Val Loss: 6.0469, Val MAE: 6.4667, LR: 0.001000
Fold 3, Epoch 32, Train Loss: 39.6373, Val Loss: 11.0051, Val MAE: 10.7805, LR: 0.001000
Fold 3, Epoch 33, Train Loss: 39.0176, Val Loss: 8.2634, Val MAE: 9.2110, LR: 0.001000
Fold 3, Epoch 34, Train Loss: 38.4397, Val Loss: 7.4080, Val MAE: 7.6021, LR: 0.001000
Fold 3, Epoch 35, Train Loss: 33.6160, Val Loss: 8.8730, Val MAE: 9.7690, LR: 0.001000
Fold 3, Epoch 36, Train Loss: 35.0805, Val Loss: 8.9128, Val MAE: 8.9745, LR: 0.001000
Fold 3, Epoch 37, Train Loss: 31.0790, Val Loss: 6.4161, Val MAE: 7.0361, LR: 0.001000
Fold 3, Epoch 38, Train Loss: 29.6082, Val Loss: 8.2404, Val MAE: 8.3475, LR: 0.001000
Fold 3, Epoch 39, Train Loss: 27.2042, Val Loss: 5.7534, Val MAE: 6.1700, LR: 0.001000
Fold 3, Epoch 40, Train Loss: 25.4329, Val Loss: 6.2114, Val MAE: 6.6546, LR: 0.001000
Fold 3, Epoch 41, Train Loss: 23.6569, Val Loss: 7.1801, Val MAE: 7.2638, LR: 0.001000
Fold 3, Epoch 42, Train Loss: 27.9926, Val Loss: 6.8168, Val MAE: 7.3808, LR: 0.001000
Fold 3, Epoch 43, Train Loss: 24.1462, Val Loss: 5.8390, Val MAE: 6.3153, LR: 0.001000
Fold 3, Epoch 44, Train Loss: 23.0093, Val Loss: 6.8367, Val MAE: 7.1985, LR: 0.001000
Fold 3, Epoch 45, Train Loss: 21.9356, Val Loss: 8.6294, Val MAE: 8.6397, LR: 0.001000
Fold 3, Epoch 46, Train Loss: 21.7812, Val Loss: 5.6534, Val MAE: 6.1367, LR: 0.001000
Fold 3, Epoch 47, Train Loss: 21.1742, Val Loss: 5.3649, Val MAE: 5.7361, LR: 0.001000
Fold 3, Epoch 48, Train Loss: 19.9272, Val Loss: 6.6817, Val MAE: 7.0916, LR: 0.001000
Fold 3, Epoch 49, Train Loss: 20.5306, Val Loss: 5.6446, Val MAE: 6.0520, LR: 0.001000
Fold 3, Epoch 50, Train Loss: 19.2469, Val Loss: 5.5792, Val MAE: 6.0163, LR: 0.001000
Fold 3, Epoch 51, Train Loss: 18.6779, Val Loss: 5.8983, Val MAE: 6.3303, LR: 0.001000
Fold 3, Epoch 52, Train Loss: 18.3980, Val Loss: 6.8359, Val MAE: 7.2359, LR: 0.001000
Fold 3, Epoch 53, Train Loss: 17.8632, Val Loss: 5.1440, Val MAE: 5.6857, LR: 0.001000
Fold 3, Epoch 54, Train Loss: 18.3190, Val Loss: 7.1666, Val MAE: 7.3655, LR: 0.001000
Fold 3, Epoch 55, Train Loss: 17.0872, Val Loss: 6.5050, Val MAE: 6.7806, LR: 0.001000
Fold 3, Epoch 56, Train Loss: 16.2675, Val Loss: 4.3731, Val MAE: 4.7697, LR: 0.001000
Fold 3, Epoch 57, Train Loss: 16.7268, Val Loss: 5.9111, Val MAE: 6.3689, LR: 0.001000
Fold 3, Epoch 58, Train Loss: 17.9246, Val Loss: 6.5454, Val MAE: 6.8513, LR: 0.001000
Fold 3, Epoch 59, Train Loss: 18.6968, Val Loss: 9.6148, Val MAE: 9.6876, LR: 0.001000
Fold 3, Epoch 60, Train Loss: 17.7362, Val Loss: 5.0411, Val MAE: 5.6161, LR: 0.001000
Fold 3, Epoch 61, Train Loss: 16.5433, Val Loss: 7.1094, Val MAE: 7.2614, LR: 0.001000
Fold 3, Epoch 62, Train Loss: 16.2688, Val Loss: 4.9859, Val MAE: 5.5933, LR: 0.001000
